"","geo_b4","geo2020","antall","kommnr","fylke","endret"
"1","03010101","03010101",1,"0301","03",0
"2","03010102","03010102",1,"0301","03",0
"3","03010103","03010103",1,"0301","03",0
"4","03010104","03010104",1,"0301","03",0
"5","03010105","03010105",1,"0301","03",0
"6","03010201","03010201",1,"0301","03",0
"7","03010202","03010202",1,"0301","03",0
"8","03010204","03010204",1,"0301","03",0
"9","03010205","03010205",1,"0301","03",0
"10","03010206","03010206",1,"0301","03",0
"11","03010207","03010207",1,"0301","03",0
"12","03010208","03010208",1,"0301","03",0
"13","03010209","03010209",1,"0301","03",0
"14","03010210","03010210",1,"0301","03",0
"15","03010211","03010211",1,"0301","03",0
"16","03010203","03010212",1,"0301","03",0
"17","03010203","03010213",1,"0301","03",0
"18","03010301","03010301",1,"0301","03",0
"19","03010302","03010302",1,"0301","03",0
"20","03010304","03010304",1,"0301","03",0
"21","03010305","03010305",1,"0301","03",0
"22","03010306","03010306",1,"0301","03",0
"23","03010307","03010307",1,"0301","03",0
"24","03010308","03010308",1,"0301","03",0
"25","03010309","03010309",1,"0301","03",0
"26","03010303","03010310",1,"0301","03",0
"27","03010401","03010401",1,"0301","03",0
"28","03010501","03010501",1,"0301","03",0
"29","03010502","03010502",1,"0301","03",0
"30","03010503","03010503",1,"0301","03",0
"31","03010504","03010504",1,"0301","03",0
"32","03010601","03010601",1,"0301","03",0
"33","03010602","03010602",1,"0301","03",0
"34","03010603","03010603",1,"0301","03",0
"35","03010604","03010604",1,"0301","03",0
"36","03010605","03010605",1,"0301","03",0
"37","03010606","03010606",1,"0301","03",0
"38","03010607","03010607",1,"0301","03",0
"39","03010608","03010608",1,"0301","03",0
"40","03010609","03010609",1,"0301","03",0
"41","03010610","03010610",1,"0301","03",0
"42","03010611","03010611",1,"0301","03",0
"43","03010612","03010612",1,"0301","03",0
"44","03010613","03010613",1,"0301","03",0
"45","03010614","03010614",1,"0301","03",0
"46","03010701","03010701",1,"0301","03",0
"47","03010702","03010702",1,"0301","03",0
"48","03010703","03010703",1,"0301","03",0
"49","03010704","03010704",1,"0301","03",0
"50","03010705","03010705",1,"0301","03",0
"51","03010706","03010706",1,"0301","03",0
"52","03010707","03010707",1,"0301","03",0
"53","03010708","03010708",1,"0301","03",0
"54","03010709","03010709",1,"0301","03",0
"55","03010710","03010710",1,"0301","03",0
"56","03010801","03010801",1,"0301","03",0
"57","03010802","03010802",1,"0301","03",0
"58","03010803","03010803",1,"0301","03",0
"59","03010804","03010804",1,"0301","03",0
"60","03010805","03010805",1,"0301","03",0
"61","03010806","03010806",1,"0301","03",0
"62","03010807","03010807",1,"0301","03",0
"63","03010808","03010808",1,"0301","03",0
"64","03010809","03010809",1,"0301","03",0
"65","03010901","03010901",1,"0301","03",0
"66","03010902","03010902",1,"0301","03",0
"67","03010903","03010903",1,"0301","03",0
"68","03010904","03010904",1,"0301","03",0
"69","03010905","03010905",1,"0301","03",0
"70","03010906","03010906",1,"0301","03",0
"71","03010907","03010907",1,"0301","03",0
"72","03010908","03010908",1,"0301","03",0
"73","03010909","03010909",1,"0301","03",0
"74","03010910","03010910",1,"0301","03",0
"75","03010911","03010911",1,"0301","03",0
"76","03010912","03010912",1,"0301","03",0
"77","03010913","03010913",1,"0301","03",0
"78","03011001","03011001",1,"0301","03",0
"79","03011101","03011101",1,"0301","03",0
"80","03011102","03011102",1,"0301","03",0
"81","03011103","03011103",1,"0301","03",0
"82","03011104","03011104",1,"0301","03",0
"83","03011105","03011105",1,"0301","03",0
"84","03011106","03011106",1,"0301","03",0
"85","03011201","03011201",1,"0301","03",0
"86","03011202","03011202",1,"0301","03",0
"87","03011203","03011203",1,"0301","03",0
"88","03011204","03011204",1,"0301","03",0
"89","03011205","03011205",1,"0301","03",0
"90","03011206","03011206",1,"0301","03",0
"91","03011207","03011207",1,"0301","03",0
"92","03011208","03011208",1,"0301","03",0
"93","03011209","03011209",1,"0301","03",0
"94","03011210","03011210",1,"0301","03",0
"95","03011211","03011211",1,"0301","03",0
"96","03011301","03011301",1,"0301","03",0
"97","03011302","03011302",1,"0301","03",0
"98","03011303","03011303",1,"0301","03",0
"99","03011304","03011304",1,"0301","03",0
"100","03011305","03011305",1,"0301","03",0
"101","03011401","03011401",1,"0301","03",0
"102","03011402","03011402",1,"0301","03",0
"103","03011403","03011403",1,"0301","03",0
"104","03011404","03011404",1,"0301","03",0
"105","03011405","03011405",1,"0301","03",0
"106","03011406","03011406",1,"0301","03",0
"107","03011501","03011501",1,"0301","03",0
"108","03011502","03011502",1,"0301","03",0
"109","03011503","03011503",1,"0301","03",0
"110","03011504","03011504",1,"0301","03",0
"111","03011601","03011601",1,"0301","03",0
"112","03011602","03011602",1,"0301","03",0
"113","03011603","03011603",1,"0301","03",0
"114","03011604","03011604",1,"0301","03",0
"115","03011605","03011605",1,"0301","03",0
"116","03011606","03011606",1,"0301","03",0
"117","03011607","03011607",1,"0301","03",0
"118","03011701","03011701",1,"0301","03",0
"119","03011702","03011702",1,"0301","03",0
"120","03011703","03011703",1,"0301","03",0
"121","03011704","03011704",1,"0301","03",0
"122","03011705","03011705",1,"0301","03",0
"123","03011706","03011706",1,"0301","03",0
"124","03011707","03011707",1,"0301","03",0
"125","03011708","03011708",1,"0301","03",0
"126","03011709","03011709",1,"0301","03",0
"127","03011801","03011801",1,"0301","03",0
"128","03011802","03011803",1,"0301","03",0
"129","03011802","03011804",1,"0301","03",0
"130","03011901","03011901",1,"0301","03",0
"131","03011902","03011902",1,"0301","03",0
"132","03011903","03011903",1,"0301","03",0
"133","03011904","03011904",1,"0301","03",0
"134","03011906","03011906",1,"0301","03",0
"135","03011907","03011907",1,"0301","03",0
"136","03011908","03011908",1,"0301","03",0
"137","03011905","03011909",1,"0301","03",0
"138","03011905","03011910",1,"0301","03",0
"139","03012001","03012001",1,"0301","03",0
"140","03012002","03012002",1,"0301","03",0
"141","03012003","03012003",1,"0301","03",0
"142","03012004","03012004",1,"0301","03",0
"143","03012005","03012005",1,"0301","03",0
"144","03012007","03012007",1,"0301","03",0
"145","03012008","03012008",1,"0301","03",0
"146","03012009","03012009",1,"0301","03",0
"147","03012010","03012010",1,"0301","03",0
"148","03012011","03012011",1,"0301","03",0
"149","03012006","03012012",1,"0301","03",0
"150","03012101","03012101",1,"0301","03",0
"151","03012102","03012102",1,"0301","03",0
"152","03012103","03012103",1,"0301","03",0
"153","03012104","03012104",1,"0301","03",0
"154","03012105","03012105",1,"0301","03",0
"155","03012106","03012106",1,"0301","03",0
"156","03012107","03012107",1,"0301","03",0
"157","03012108","03012108",1,"0301","03",0
"158","03012109","03012109",1,"0301","03",0
"159","03012201","03012201",1,"0301","03",0
"160","03012202","03012202",1,"0301","03",0
"161","03012203","03012203",1,"0301","03",0
"162","03012204","03012204",1,"0301","03",0
"163","03012205","03012205",1,"0301","03",0
"164","03012206","03012206",1,"0301","03",0
"165","03012207","03012207",1,"0301","03",0
"166","03012208","03012208",1,"0301","03",0
"167","03012209","03012209",1,"0301","03",0
"168","03012301","03012301",1,"0301","03",0
"169","03012302","03012302",1,"0301","03",0
"170","03012303","03012303",1,"0301","03",0
"171","03012304","03012304",1,"0301","03",0
"172","03012305","03012305",1,"0301","03",0
"173","03012306","03012306",1,"0301","03",0
"174","03012307","03012307",1,"0301","03",0
"175","03012308","03012308",1,"0301","03",0
"176","03012309","03012309",1,"0301","03",0
"177","03012310","03012310",1,"0301","03",0
"178","03012311","03012311",1,"0301","03",0
"179","03012312","03012312",1,"0301","03",0
"180","03012313","03012313",1,"0301","03",0
"181","03012401","03012401",1,"0301","03",0
"182","03012402","03012402",1,"0301","03",0
"183","03012403","03012403",1,"0301","03",0
"184","03012404","03012404",1,"0301","03",0
"185","03012405","03012405",1,"0301","03",0
"186","03012406","03012406",1,"0301","03",0
"187","03012407","03012407",1,"0301","03",0
"188","03012408","03012408",1,"0301","03",0
"189","03012409","03012409",1,"0301","03",0
"190","03012410","03012410",1,"0301","03",0
"191","03012502","03012502",1,"0301","03",0
"192","03012503","03012503",1,"0301","03",0
"193","03012504","03012504",1,"0301","03",0
"194","03012505","03012505",1,"0301","03",0
"195","03012506","03012506",1,"0301","03",0
"196","03012501","03012507",1,"0301","03",0
"197","03012501","03012508",1,"0301","03",0
"198","03012501","03012509",1,"0301","03",0
"199","03012601","03012601",1,"0301","03",0
"200","03012602","03012602",1,"0301","03",0
"201","03012603","03012603",1,"0301","03",0
"202","03012604","03012604",1,"0301","03",0
"203","03012605","03012605",1,"0301","03",0
"204","03012606","03012606",1,"0301","03",0
"205","03012607","03012607",1,"0301","03",0
"206","03012608","03012608",1,"0301","03",0
"207","03012609","03012609",1,"0301","03",0
"208","03012610","03012610",1,"0301","03",0
"209","03012701","03012701",1,"0301","03",0
"210","03012702","03012702",1,"0301","03",0
"211","03012703","03012703",1,"0301","03",0
"212","03012704","03012704",1,"0301","03",0
"213","03012705","03012705",1,"0301","03",0
"214","03012706","03012706",1,"0301","03",0
"215","03012802","03012802",1,"0301","03",0
"216","03012803","03012803",1,"0301","03",0
"217","03012804","03012804",1,"0301","03",0
"218","03012801","03012805",1,"0301","03",0
"219","03012901","03012902",1,"0301","03",0
"220","03012901","03012903",1,"0301","03",0
"221","03013001","03013001",1,"0301","03",0
"222","03013002","03013002",1,"0301","03",0
"223","03013003","03013003",1,"0301","03",0
"224","03013004","03013004",1,"0301","03",0
"225","03013005","03013005",1,"0301","03",0
"226","03013006","03013006",1,"0301","03",0
"227","03013007","03013007",1,"0301","03",0
"228","03013008","03013008",1,"0301","03",0
"229","03013009","03013009",1,"0301","03",0
"230","03013010","03013010",1,"0301","03",0
"231","03013011","03013011",1,"0301","03",0
"232","03013012","03013012",1,"0301","03",0
"233","03013101","03013101",1,"0301","03",0
"234","03013102","03013102",1,"0301","03",0
"235","03013105","03013105",1,"0301","03",0
"236","03013106","03013106",1,"0301","03",0
"237","03013104","03013107",1,"0301","03",0
"238","03013103","03013108",1,"0301","03",0
"239","03013103","03013109",1,"0301","03",0
"240","03013201","03013201",1,"0301","03",0
"241","03013203","03013203",1,"0301","03",0
"242","03013205","03013205",1,"0301","03",0
"243","03013207","03013207",1,"0301","03",0
"244","03013208","03013208",1,"0301","03",0
"245","03013209","03013209",1,"0301","03",0
"246","03013210","03013210",1,"0301","03",0
"247","03013211","03013211",1,"0301","03",0
"248","03013212","03013212",1,"0301","03",0
"249","03013202","03013213",1,"0301","03",0
"250","03013204","03013214",1,"0301","03",0
"251","03013206","03013215",1,"0301","03",0
"252","03013303","03013303",1,"0301","03",0
"253","03013305","03013305",1,"0301","03",0
"254","03013306","03013306",1,"0301","03",0
"255","03013301","03013308",1,"0301","03",0
"256","03013302","03013312",1,"0301","03",0
"257","03013304","03013314",1,"0301","03",0
"258","03013307","03013315",1,"0301","03",0
"259","03013310","03013316",2,"0301","03",0
"260","03013301","03013316",2,"0301","03",0
"261","03013311","03013318",2,"0301","03",0
"262","03013301","03013318",2,"0301","03",0
"263","03013309","03013319",2,"0301","03",0
"264","03013301","03013319",2,"0301","03",0
"265","03013309","03013320",2,"0301","03",0
"266","03013301","03013320",2,"0301","03",0
"267","03013310","03013321",2,"0301","03",0
"268","03013301","03013321",2,"0301","03",0
"269","03013310","03013322",2,"0301","03",0
"270","03013301","03013322",2,"0301","03",0
"271","03013317","03013323",3,"0301","03",0
"272","03013313","03013323",3,"0301","03",0
"273","03013304","03013323",3,"0301","03",0
"274","03013317","03013324",3,"0301","03",0
"275","03013313","03013324",3,"0301","03",0
"276","03013304","03013324",3,"0301","03",0
"277","03013317","03013325",3,"0301","03",0
"278","03013313","03013325",3,"0301","03",0
"279","03013304","03013325",3,"0301","03",0
"280","03013401","03013401",1,"0301","03",0
"281","03013402","03013402",1,"0301","03",0
"282","03013403","03013403",1,"0301","03",0
"283","03013404","03013404",1,"0301","03",0
"284","03013405","03013405",1,"0301","03",0
"285","03013406","03013406",1,"0301","03",0
"286","03013409","03013409",1,"0301","03",0
"287","03013411","03013411",1,"0301","03",0
"288","03013412","03013412",1,"0301","03",0
"289","03013413","03013413",1,"0301","03",0
"290","03013415","03013415",1,"0301","03",0
"291","03013407","03013416",1,"0301","03",0
"292","03013414","03013417",1,"0301","03",0
"293","03013408","03013418",1,"0301","03",0
"294","03013408","03013419",1,"0301","03",0
"295","03013408","03013420",1,"0301","03",0
"296","03013410","03013421",1,"0301","03",0
"297","03013410","03013422",1,"0301","03",0
"298","03013410","03013423",1,"0301","03",0
"299","03013502","03013502",1,"0301","03",0
"300","03013503","03013503",1,"0301","03",0
"301","03013504","03013504",1,"0301","03",0
"302","03013505","03013505",1,"0301","03",0
"303","03013506","03013506",1,"0301","03",0
"304","03013507","03013507",1,"0301","03",0
"305","03013508","03013508",1,"0301","03",0
"306","03013509","03013509",1,"0301","03",0
"307","03013510","03013510",1,"0301","03",0
"308","03013511","03013511",1,"0301","03",0
"309","03013501","03013513",1,"0301","03",0
"310","03013512","03013514",1,"0301","03",0
"311","03013501","03013515",1,"0301","03",0
"312","03013501","03013516",1,"0301","03",0
"313","03013501","03013517",1,"0301","03",0
"314","03013601","03013601",1,"0301","03",0
"315","03013602","03013602",1,"0301","03",0
"316","03013603","03013603",1,"0301","03",0
"317","03013604","03013604",1,"0301","03",0
"318","03013605","03013605",1,"0301","03",0
"319","03013607","03013607",1,"0301","03",0
"320","03013609","03013609",1,"0301","03",0
"321","03013610","03013610",1,"0301","03",0
"322","03013611","03013611",1,"0301","03",0
"323","03013612","03013612",1,"0301","03",0
"324","03013613","03013613",1,"0301","03",0
"325","03013614","03013614",1,"0301","03",0
"326","03013616","03013616",1,"0301","03",0
"327","03013617","03013617",1,"0301","03",0
"328","03013618","03013618",1,"0301","03",0
"329","03013606","03013619",1,"0301","03",0
"330","03013606","03013620",1,"0301","03",0
"331","03013608","03013621",1,"0301","03",0
"332","03013608","03013622",1,"0301","03",0
"333","03013615","03013623",1,"0301","03",0
"334","03013615","03013624",1,"0301","03",0
"335","03013704","03013704",1,"0301","03",0
"336","03013706","03013706",1,"0301","03",0
"337","03013709","03013709",1,"0301","03",0
"338","03013710","03013710",1,"0301","03",0
"339","03013707","03013711",1,"0301","03",0
"340","03013701","03013712",1,"0301","03",0
"341","03013702","03013713",1,"0301","03",0
"342","03013702","03013714",1,"0301","03",0
"343","03013702","03013715",1,"0301","03",0
"344","03013705","03013716",1,"0301","03",0
"345","03013705","03013717",1,"0301","03",0
"346","03013708","03013718",1,"0301","03",0
"347","03013703","03013719",1,"0301","03",0
"348","03013703","03013720",1,"0301","03",0
"349","03013703","03013721",1,"0301","03",0
"350","03013801","03013801",1,"0301","03",0
"351","03013802","03013802",1,"0301","03",0
"352","03013805","03013805",1,"0301","03",0
"353","03013806","03013806",1,"0301","03",0
"354","03013808","03013808",1,"0301","03",0
"355","03013810","03013810",1,"0301","03",0
"356","03013812","03013812",1,"0301","03",0
"357","03013813","03013813",1,"0301","03",0
"358","03013814","03013814",1,"0301","03",0
"359","03013815","03013815",1,"0301","03",0
"360","03013803","03013816",1,"0301","03",0
"361","03013804","03013817",1,"0301","03",0
"362","03013807","03013818",1,"0301","03",0
"363","03013807","03013819",1,"0301","03",0
"364","03013809","03013820",1,"0301","03",0
"365","03013811","03013821",1,"0301","03",0
"366","03013901","03013901",1,"0301","03",0
"367","03013902","03013902",1,"0301","03",0
"368","03013905","03013905",1,"0301","03",0
"369","03013909","03013909",1,"0301","03",0
"370","03013910","03013910",1,"0301","03",0
"371","03013911","03013911",1,"0301","03",0
"372","03013912","03013912",1,"0301","03",0
"373","03013913","03013913",1,"0301","03",0
"374","03013914","03013914",1,"0301","03",0
"375","03013915","03013915",1,"0301","03",0
"376","03013903","03013916",1,"0301","03",0
"377","03013903","03013917",1,"0301","03",0
"378","03013904","03013918",1,"0301","03",0
"379","03013904","03013919",1,"0301","03",0
"380","03013904","03013920",1,"0301","03",0
"381","03013906","03013921",1,"0301","03",0
"382","03013908","03013922",1,"0301","03",0
"383","03013907","03013923",1,"0301","03",0
"384","03014002","03014002",1,"0301","03",0
"385","03014005","03014005",1,"0301","03",0
"386","03014007","03014007",1,"0301","03",0
"387","03014009","03014009",1,"0301","03",0
"388","03014008","03014011",1,"0301","03",0
"389","03014010","03014012",1,"0301","03",0
"390","03014010","03014013",1,"0301","03",0
"391","03014001","03014014",1,"0301","03",0
"392","03014003","03014015",1,"0301","03",0
"393","03014003","03014016",1,"0301","03",0
"394","03014004","03014017",1,"0301","03",0
"395","03014006","03014018",1,"0301","03",0
"396","03014102","03014102",1,"0301","03",0
"397","03014104","03014104",1,"0301","03",0
"398","03014105","03014105",1,"0301","03",0
"399","03014107","03014107",1,"0301","03",0
"400","03014108","03014108",1,"0301","03",0
"401","03014109","03014109",1,"0301","03",0
"402","03014113","03014113",1,"0301","03",0
"403","03014114","03014114",1,"0301","03",0
"404","03014115","03014115",1,"0301","03",0
"405","03014116","03014116",1,"0301","03",0
"406","03014101","03014117",1,"0301","03",0
"407","03014103","03014118",1,"0301","03",0
"408","03014111","03014119",1,"0301","03",0
"409","03014112","03014120",1,"0301","03",0
"410","03014112","03014121",1,"0301","03",0
"411","03014112","03014122",1,"0301","03",0
"412","03014106","03014123",1,"0301","03",0
"413","03014106","03014124",1,"0301","03",0
"414","03014110","03014125",1,"0301","03",0
"415","03014110","03014126",1,"0301","03",0
"416","03014202","03014202",1,"0301","03",0
"417","03014204","03014204",1,"0301","03",0
"418","03014205","03014205",1,"0301","03",0
"419","03014206","03014206",1,"0301","03",0
"420","03014207","03014207",1,"0301","03",0
"421","03014208","03014208",1,"0301","03",0
"422","03014209","03014209",1,"0301","03",0
"423","03014203","03014210",1,"0301","03",0
"424","03014201","03014211",1,"0301","03",0
"425","03014201","03014212",1,"0301","03",0
"426","03014201","03014213",1,"0301","03",0
"427","03014201","03014214",1,"0301","03",0
"428","03014301","03014301",1,"0301","03",0
"429","03014306","03014306",1,"0301","03",0
"430","03014304","03014307",1,"0301","03",0
"431","03014302","03014308",1,"0301","03",0
"432","03014302","03014309",1,"0301","03",0
"433","03014303","03014310",1,"0301","03",0
"434","03014303","03014311",1,"0301","03",0
"435","03014303","03014312",1,"0301","03",0
"436","03014305","03014313",1,"0301","03",0
"437","03014305","03014314",1,"0301","03",0
"438","03014305","03014315",1,"0301","03",0
"439","03014402","03014402",1,"0301","03",0
"440","03014403","03014403",1,"0301","03",0
"441","03014407","03014407",1,"0301","03",0
"442","03014411","03014411",1,"0301","03",0
"443","03014412","03014412",1,"0301","03",0
"444","03014401","03014413",1,"0301","03",0
"445","03014405","03014414",1,"0301","03",0
"446","03014406","03014415",1,"0301","03",0
"447","03014408","03014416",1,"0301","03",0
"448","03014409","03014417",1,"0301","03",0
"449","03014410","03014418",1,"0301","03",0
"450","03014404","03014419",1,"0301","03",0
"451","03014404","03014420",1,"0301","03",0
"452","03014501","03014501",1,"0301","03",0
"453","03014502","03014502",1,"0301","03",0
"454","03014505","03014505",1,"0301","03",0
"455","03014506","03014506",1,"0301","03",0
"456","03014508","03014508",1,"0301","03",0
"457","03014509","03014509",1,"0301","03",0
"458","03014510","03014510",1,"0301","03",0
"459","03014503","03014511",1,"0301","03",0
"460","03014504","03014512",1,"0301","03",0
"461","03014507","03014513",1,"0301","03",0
"462","03014602","03014602",1,"0301","03",0
"463","03014603","03014603",1,"0301","03",0
"464","03014604","03014604",1,"0301","03",0
"465","03014605","03014605",1,"0301","03",0
"466","03014606","03014606",1,"0301","03",0
"467","03014608","03014608",1,"0301","03",0
"468","03014609","03014609",1,"0301","03",0
"469","03014607","03014610",1,"0301","03",0
"470","03014601","03014611",1,"0301","03",0
"471","03014701","03014704",1,"0301","03",0
"472","03014702","03014705",1,"0301","03",0
"473","03014703","03014706",1,"0301","03",0
"474","03014801","03014801",1,"0301","03",0
"475","03014802","03014802",1,"0301","03",0
"476","03014803","03014803",1,"0301","03",0
"477","03014804","03014804",1,"0301","03",0
"478","03014805","03014805",1,"0301","03",0
"479","03014806","03014806",1,"0301","03",0
"480","03014905","03014905",1,"0301","03",0
"481","03014906","03014906",1,"0301","03",0
"482","03014907","03014907",1,"0301","03",0
"483","03014903","03014908",1,"0301","03",0
"484","03014904","03014909",1,"0301","03",0
"485","03014901","03014910",1,"0301","03",0
"486","03014901","03014911",1,"0301","03",0
"487","03014902","03014912",1,"0301","03",0
"488","03015002","03015002",1,"0301","03",0
"489","03015003","03015003",1,"0301","03",0
"490","03015004","03015004",1,"0301","03",0
"491","03015006","03015006",1,"0301","03",0
"492","03015001","03015007",1,"0301","03",0
"493","03015005","03015008",1,"0301","03",0
"494","03015101","03015102",1,"0301","03",0
"495","03015101","03015103",1,"0301","03",0
"496","03015201","03015201",1,"0301","03",0
"497","03015202","03015202",1,"0301","03",0
"498","03015203","03015203",1,"0301","03",0
"499","03015204","03015204",1,"0301","03",0
"500","03015206","03015206",1,"0301","03",0
"501","03015207","03015209",1,"0301","03",0
"502","03015208","03015210",1,"0301","03",0
"503","03015205","03015211",1,"0301","03",0
"504","03015205","03015212",1,"0301","03",0
"505","03015301","03015301",1,"0301","03",0
"506","03015302","03015302",1,"0301","03",0
"507","03015303","03015303",1,"0301","03",0
"508","03015401","03015401",1,"0301","03",0
"509","03015402","03015402",1,"0301","03",0
"510","03015403","03015405",1,"0301","03",0
"511","03015403","03015406",1,"0301","03",0
"512","03015404","03015407",1,"0301","03",0
"513","03015404","03015408",1,"0301","03",0
"514","03015501","03015503",1,"0301","03",0
"515","03015502","03015504",1,"0301","03",0
"516","03015601","03015601",1,"0301","03",0
"517","03015602","03015602",1,"0301","03",0
"518","03015603","03015603",1,"0301","03",0
"519","03015701","03015701",1,"0301","03",0
"520","03015801","03015801",1,"0301","03",0
"521","03015802","03015803",1,"0301","03",0
"522","03015802","03015804",1,"0301","03",0
"523","03015802","03015805",1,"0301","03",0
"524","03015901","03015902",1,"0301","03",0
"525","03016001","03016003",1,"0301","03",0
"526","03016001","03016004",1,"0301","03",0
"527","03016002","03016005",1,"0301","03",0
"528","03016002","03016006",1,"0301","03",0
"529","03016002","03016007",1,"0301","03",0
"530","11010101","11010101",1,"1101","11",0
"531","11010102","11010102",1,"1101","11",0
"532","11010103","11010103",1,"1101","11",0
"533","11010104","11010104",1,"1101","11",0
"534","11010105","11010105",1,"1101","11",0
"535","11010201","11010201",1,"1101","11",0
"536","11010202","11010202",1,"1101","11",0
"537","11010203","11010203",1,"1101","11",0
"538","11010204","11010204",1,"1101","11",0
"539","11010301","11010301",1,"1101","11",0
"540","11010302","11010302",1,"1101","11",0
"541","11010303","11010303",1,"1101","11",0
"542","11010304","11010304",1,"1101","11",0
"543","11010305","11010305",1,"1101","11",0
"544","11010306","11010306",1,"1101","11",0
"545","11010401","11010401",1,"1101","11",0
"546","11010402","11010402",1,"1101","11",0
"547","11010403","11010403",1,"1101","11",0
"548","11010404","11010404",1,"1101","11",0
"549","11010405","11010405",1,"1101","11",0
"550","11010406","11010406",1,"1101","11",0
"551","11010407","11010407",1,"1101","11",0
"552","11010408","11010408",1,"1101","11",0
"553","11010409","11010409",1,"1101","11",0
"554","11010501","11010501",1,"1101","11",0
"555","11010502","11010502",1,"1101","11",0
"556","11010503","11010503",1,"1101","11",0
"557","11010504","11010504",1,"1101","11",0
"558","11010505","11010505",1,"1101","11",0
"559","11010601","11010601",1,"1101","11",0
"560","11010602","11010602",1,"1101","11",0
"561","11010603","11010603",1,"1101","11",0
"562","11010604","11010604",1,"1101","11",0
"563","11010605","11010605",1,"1101","11",0
"564","11010606","11010606",1,"1101","11",0
"565","11010607","11010607",1,"1101","11",0
"566","11010608","11010608",1,"1101","11",0
"567","11030101","11030101",1,"1103","11",0
"568","11030102","11030102",1,"1103","11",0
"569","11030103","11030104",1,"1103","11",0
"570","11030103","11030105",1,"1103","11",0
"571","11030201","11030201",1,"1103","11",0
"572","11030202","11030202",1,"1103","11",0
"573","11030203","11030203",1,"1103","11",0
"574","11030205","11030205",1,"1103","11",0
"575","11030204","11030206",1,"1103","11",0
"576","11030204","11030207",1,"1103","11",0
"577","11030302","11030302",1,"1103","11",0
"578","11030303","11030303",1,"1103","11",0
"579","11030301","11030304",1,"1103","11",0
"580","11030301","11030305",1,"1103","11",0
"581","11030401","11030401",1,"1103","11",0
"582","11030402","11030402",1,"1103","11",0
"583","11030405","11030405",1,"1103","11",0
"584","11030403","11030406",1,"1103","11",0
"585","11030403","11030407",1,"1103","11",0
"586","11030404","11030408",1,"1103","11",0
"587","11030404","11030409",1,"1103","11",0
"588","11030501","11030501",1,"1103","11",0
"589","11030502","11030502",1,"1103","11",0
"590","11030503","11030503",1,"1103","11",0
"591","11030504","11030504",1,"1103","11",0
"592","11030506","11030506",1,"1103","11",0
"593","11030507","11030507",1,"1103","11",0
"594","11030508","11030509",1,"1103","11",0
"595","11030508","11030510",1,"1103","11",0
"596","11030505","11030511",1,"1103","11",0
"597","11030505","11030512",1,"1103","11",0
"598","11030601","11030601",1,"1103","11",0
"599","11030602","11030602",1,"1103","11",0
"600","11030603","11030603",1,"1103","11",0
"601","11030604","11030604",1,"1103","11",0
"602","11030606","11030606",1,"1103","11",0
"603","11030607","11030607",1,"1103","11",0
"604","11030608","11030608",1,"1103","11",0
"605","11030605","11030611",1,"1103","11",0
"606","11030605","11030612",1,"1103","11",0
"607","11030610","11030613",1,"1103","11",0
"608","11030610","11030614",1,"1103","11",0
"609","11030609","11030615",1,"1103","11",0
"610","11030609","11030616",1,"1103","11",0
"611","11030701","11030701",1,"1103","11",0
"612","11030702","11030702",1,"1103","11",0
"613","11030704","11030704",1,"1103","11",0
"614","11030705","11030705",1,"1103","11",0
"615","11030706","11030706",1,"1103","11",0
"616","11030707","11030707",1,"1103","11",0
"617","11030708","11030708",1,"1103","11",0
"618","11030709","11030709",1,"1103","11",0
"619","11030710","11030710",1,"1103","11",0
"620","11030703","11030711",1,"1103","11",0
"621","11030703","11030712",1,"1103","11",0
"622","11030801","11030801",1,"1103","11",0
"623","11030802","11030802",1,"1103","11",0
"624","11030803","11030803",1,"1103","11",0
"625","11030804","11030804",1,"1103","11",0
"626","11030805","11030805",1,"1103","11",0
"627","11030806","11030806",1,"1103","11",0
"628","11030807","11030807",1,"1103","11",0
"629","11030901","11030901",1,"1103","11",0
"630","11030905","11030905",1,"1103","11",0
"631","11030906","11030906",1,"1103","11",0
"632","11030907","11030907",1,"1103","11",0
"633","11030908","11030909",1,"1103","11",0
"634","11030908","11030910",1,"1103","11",0
"635","11030902","11030911",1,"1103","11",0
"636","11030902","11030912",1,"1103","11",0
"637","11030903","11030913",1,"1103","11",0
"638","11030903","11030914",1,"1103","11",0
"639","11030904","11030915",1,"1103","11",0
"640","11030904","11030916",1,"1103","11",0
"641","11031101","11031101",1,"1103","11",0
"642","11031102","11031102",1,"1103","11",0
"643","11031104","11031104",1,"1103","11",0
"644","11031103","11031105",1,"1103","11",0
"645","11031103","11031106",1,"1103","11",0
"646","11031202","11031205",1,"1103","11",0
"647","11031202","11031206",1,"1103","11",0
"648","11031201","11031207",1,"1103","11",0
"649","11031201","11031208",1,"1103","11",0
"650","11031201","11031209",1,"1103","11",0
"651","11031203","11031210",1,"1103","11",0
"652","11031203","11031211",1,"1103","11",0
"653","11031204","11031214",1,"1103","11",0
"654","11031212","11031215",2,"1103","11",0
"655","11031203","11031215",2,"1103","11",0
"656","11031212","11031216",2,"1103","11",0
"657","11031203","11031216",2,"1103","11",0
"658","11031212","11031217",2,"1103","11",0
"659","11031203","11031217",2,"1103","11",0
"660","11031212","11031218",2,"1103","11",0
"661","11031203","11031218",2,"1103","11",0
"662","11031212","11031219",2,"1103","11",0
"663","11031203","11031219",2,"1103","11",0
"664","11031212","11031220",2,"1103","11",0
"665","11031203","11031220",2,"1103","11",0
